DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TRADEGOODSERV,Trade in goods and services,EXP,Exports,AGRWTH,Annual growth rate (%),A,Annual,2012,,3.21839616991158,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,HHEXP,Household spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,61.1565806099999,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUPUBEXP,Public spending on education,TRY,Tertiary,PC_GDP,% of GDP,A,Annual,2012,,1.022972,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,OTHPRIVENT,Other private entities,PC_EDUEXP,% of education spending,A,Annual,2012,,8.165945,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FISHPATENT,Fisheries patents,TOT,Total,INVENTION,Inventions,A,Annual,2012,,1665.083333,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,PISASCIENCE,Science performance (PISA),TOT,Total,MEANSCORE,Mean score,A,Annual,2012,,501,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,PISAMATH,Mathematics performance (PISA),TOT,Total,MEANSCORE,Mean score,A,Annual,2012,,494,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PARTEMP,Part-time employment rate,WOMEN,Women,PC_EMP,% of employment,A,Annual,2012,,26.46213698,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,BOP,Current account balance,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,-0.3795117,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADEGOODSERV,Trade in goods and services,IMP,Imports,MLN_USD,Million US dollars,A,Annual,2012,,11470044.712,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADEGOODSERV,Trade in goods and services,EXP,Exports,MLN_USD,Million US dollars,A,Annual,2012,,11594508.973,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUADULT,Adult education level,TRY_MEN,"Tertiary, men",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,29.651311,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,NBORNPARTICIP,Native-born participation rates,TOT,Total,PC_NBORNLF,% of native-born labour force,A,Annual,2012,,73,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TEMPEMP,Temporary employment,TOT,Total,PC_DEPEMP,% of dependent employment,A,Annual,2012,,12.01,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AVWAGE,Average wages,TOT,Total,USD,US dollars,A,Annual,2012,,49003,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,EDU,Education,PC,Percentage,A,Annual,2012,,10.28,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,HOUCOMM,Housing and community amenities,PC,Percentage,A,Annual,2012,,0.86,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FBORNUNEMP,Foreign-born unemployment,WOMEN,Women,PC_FBORNLF,% of foreign-born labour force,A,Annual,2012,,13,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PUBEXPINCAPACITY,Public spending on incapacity,INKIND,In kind,PC_GDP,% of GDP,A,Annual,2012,,0.42,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PUBEXPINCAPACITY,Public spending on incapacity,INCASH,In cash,PC_GDP,% of GDP,A,Annual,2012,,1.644,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHINGHR,Teaching hours,PRY,Primary,HR_YEAR,Hours per year,A,Annual,2012,,889.10361,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,FINANSERV,Financial services,RESTR,0 = open	 1 = closed,A,Annual,2012,,0.032,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,DISTRIB,Distribution,RESTR,0 = open	 1 = closed,A,Annual,2012,,0.02,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,PISAMATH,Mathematics performance (PISA),BOY,Boys,MEANSCORE,Mean score,A,Annual,2012,,499.421,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,DSL,DSL,100HAB,Per 100 inhabitants,A,Annual,2012,,13.621,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,PSE,Producer support (PSE),MLN_EUR,Million Euros,A,Annual,2012,,207844.91299,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,PUB,Public,PC_EDUEXP,% of education spending,A,Annual,2012,,68.06405,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,EDU,Education,PC,Percentage,A,Annual,2012,,7.31,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,RECULTREL,"Recreation, culture and religion",PC,Percentage,A,Annual,2012,,0.85,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,GSSE,General services support (GSSE),PC_AGRSUPP,% of total agricultural support,A,Annual,2012,,13.041238584,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,NATINSURANCESH,National insurance market share,TOT,Total,OECDIDX,OECD=100,A,Annual,2012,,100,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGEXP,General government spending,TOT,Total,THND_USD_CAP,Thousand US dollars/capita,A,Annual,2012,,16193.75,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GGCOST,Government production costs,GSUSE,Goods and services used,PC_GDP,% of GDP,A,Annual,2012,,8.96,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ELECTRICITY,Electricity generation,TOT,Total,GWH,Gigawatt-hours,A,Annual,2012,,10505139,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MEATCONSUMP,Meat consumption,BEEF,Beef and veal,KG_CAP,Kilograms/capita,A,Annual,2012,,14.204,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDISTOCK,FDI stocks,OUTWARD,Outward,MLN_USD,Million US dollars,A,Annual,2012,,18272655.366,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),A,Annual,2012,,4.098795,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,A,Annual,2012,,323388.3,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,VOC,Volatile organic compounds (VOC),THND_TONNE,Thousand tonnes,A,Annual,2012,,28893.36,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,WHEAT,Wheat,TONNE_HA,Tonnes/hectare,A,Annual,2012,,3.535,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,LFPR,Labour force participation rate,15MORE,15 year-olds or more,PC_AGE,% in same age group,A,Annual,2012,,61.2171692089922,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHERSALARY,Teachers' salaries,PRY15YREXP,"Primary, 15 years' experience",IDX2010,2010=100,A,Annual,2012,,97.053016,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2012,,33,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CHLDCARECOST,Net childcare costs,COUPL_67PC_AVEWAGE,"Couple, 67% of average wage",PC_HI,% of household income,A,Annual,2012,,13,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CHLDCARECOST,Net childcare costs,COUPL_AVEWAGE,"Couple, average wage",PC_HI,% of household income,A,Annual,2012,,13,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FINDISINWORK,Financial disincentive to return to work,67PC_AVEWAGE,Earning 67% of average wage,PC_EARN,% of earnings,A,Annual,2012,,72.1,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,MAIZE,Maize,THND_HA,Thousand hectares,A,Annual,2012,,54969.288,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GVCPARTICIP,Import content of exports,TOT,Total,PC_GEXP,% of gross exports,A,Annual,2012,,10.3,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUTRY,Population with tertiary education,55_64_MEN,55-64 year-old men,PC_AGE,% in same age group,A,Annual,2012,,24.625767,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TRADEGOODSERV,Trade in goods and services,IMP,Imports,AGRWTH,Annual growth rate (%),A,Annual,2012,,1.13596323760399,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GOVRESEARCHER,Government researchers,TOT,Total,PC_NATIONAL,% of national total,A,Annual,2012,,7.60581807858307,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUPRIVEXP,Private spending on education,PRY_TRY,Primary to tertiary,PC_GDP,% of GDP,A,Annual,2012,,0.8182051,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2016,,18.452,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PPI,Producer price indices (PPI),DOMESTIC,"Manufacturing, domestic market",IDX2015,2015=100,A,Annual,2016,,99.04252,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,A,Annual,2016,,101.2047,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,SOYBEAN,Soybean,TONNE_HA,Tonnes/hectare,A,Annual,2016,,3.427,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TRADEGOODSERV,Trade in goods and services,IMP,Imports,PC_GDP,% of GDP,A,Annual,2016,,27.8023426561058,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXREV,Tax revenue,TOT,Total,MLN_USD,Million US dollars,A,Annual,2016,,390.714,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,15_64,15-64 year-olds,PC_AGE,% in same age group,A,Annual,2016,,71.712220840514,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADESERV,Trade in services,NTRADE,Net trade,MLN_USD,Million US dollars,A,Annual,2016,,490498.2,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2016,,5.0027468,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,POP,Population,TOT,Total,MLN_PER,Million persons,A,Annual,2016,,1339.07616595222,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TEMPEMP,Temporary employment,65MORE,65 year-olds or more,PC_DEPEMP,% of dependent employment,A,Annual,2016,,16.67,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),A,Annual,2016,,1.892017,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GGCOST,Government production costs,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,22.37,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,RECULTREL,"Recreation, culture and religion",PC,Percentage,A,Annual,2016,,1.96,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,CGEXP,Central government spending,GRALPUBSER,General public services,PC,Percentage,A,Annual,2016,,27.76,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,TRY,Tertiary,PC_TEACHER,% of teachers,A,Annual,2016,,44.628,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,WOMENTEACHER,Women teachers,PRY,Primary,PC_TEACHER,% of teachers,A,Annual,2016,,84.674,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,LFPR,Labour force participation rate,15_24,15-24 year-olds,PC_AGE,% in same age group,A,Annual,2016,,47.4138334162839,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PUBEXPINCAPACITY,Public spending on incapacity,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,1.978,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,ELECTRICITY,Electricity,RESTR,0 = open	 1 = closed,A,Annual,2016,,0.114,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,FDIRESTR,FDI restrictiveness,BSNSSERV,Business services,RESTR,0 = open	 1 = closed,A,Annual,2016,,0.061,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PRYENRGSUPPLY,Primary energy supply,TOT,Total,TOE_1000USD,Toe/1 000 US dollars,A,Annual,2016,,0.097,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FIXWIRED,Fixed broadband subscriptions,OTH,Other,NBR,Number,A,Annual,2016,,3808192,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXP,Education spending,PRY_NTRY,Primary to post-secondary non-tertiary,USD_STUDENT,US dollars/student,A,Annual,2016,,9343.231,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,GDPCAPCONTR,Labour productivity and utilisation,LPRDTY,Labour productivity,AGRWTH,Annual growth rate (%),A,Annual,2016,,0.437881,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,WHEAT,Wheat,THND_HA,Thousand hectares,A,Annual,2016,,75031.6,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXPTRY,Spending on tertiary education,PRIV,Private,PC_EDUEXP,% of education spending,A,Annual,2016,,30.84915,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,GRALPUBSER,General public services,PC,Percentage,A,Annual,2016,,22.63,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CGEXP,Central government spending,SOCPROT,Social protection,PC,Percentage,A,Annual,2016,,29.23,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXPROPERTY,Tax on property,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,2.243,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TAXINCOME,Tax on personal income,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,7.802,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,ELECTRICITY,Electricity generation,TOT,Total,GWH,Gigawatt-hours,A,Annual,2016,,10624112,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PLI,Price level indices,TOT,Total,OECDIDX,OECD=100,A,Annual,2016,,100,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MEATCONSUMP,Meat consumption,PIG,Pork meat,KG_CAP,Kilograms/capita,A,Annual,2016,,22.545,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,PENSIONEXP,Pension spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2016,,7.824,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDISTOCK,FDI stocks,INWARD,Inward,PC_GDP,% of GDP,A,Annual,2016,,39.102368081339,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,FDISTOCK,FDI stocks,OUTWARD,Outward,PC_GDP,% of GDP,A,Annual,2016,,44.825580209055,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,CO2,Carbon dioxide (CO2),TONNE_CAP,Tonnes/capita,A,Annual,2016,,8.73,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,SOX,Sulphur oxides (SOx),THND_TONNE,Thousand tonnes,A,Annual,2016,,11710.03,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AIREMISSION,Air and GHG emissions,NOX,Nitrogen oxides (NOx),THND_TONNE,Thousand tonnes,A,Annual,2016,,25023.74,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,AGRSUPP,Agricultural support,TSE,Total support (TSE),PC_GDP,% of GDP,A,Annual,2016,,0.6245303123,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,LFPR,Labour force participation rate,65MORE,65 year-olds or more,PC_AGE,% in same age group,A,Annual,2016,,11.8426050748091,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXP,Education spending,SRY,Secondary,PC_GDP,% of GDP,A,Annual,2016,,1.929206,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUEXP,Education spending,PRY,Primary,PC_GDP,% of GDP,A,Annual,2016,,1.447196,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,STUDENT,Number of students,PRY_NTRY,Primary to post-secondary non-tertiary,IDX2015,2015=100,A,Annual,2016,,100.6089,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,STUDENT,Number of students,PRY,Primary,IDX2015,2015=100,A,Annual,2016,,100.9452,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHER,Teachers by age,TRY_50_OVER,"Tertiary, 50 years and over",PC,Percentage,A,Annual,2016,,39.821,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,INVENTORS,Inventors,WOMEN,Women,PC_TOTINVENTORS,% of total inventors,A,Annual,2016,,9.6999998093,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,TEACHINGHR,Teaching hours,EARLYCHILDEDU,Early childhood education,HR_YEAR,Hours per year,A,Annual,2016,,1232.36151,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TAXENV,Environmental tax,POL,Pollution,PC_GDP,% of GDP,A,Annual,2016,,0.05,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TRADEGOOD,Trade in goods,EXP,Exports,BLN_USD,Billion US dollars,A,Annual,2016,,9430.368,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,GRADRATE,Secondary graduation rate,P_SRY_NTRY_MEN,"Post-secondary non-tertiary, men",PC,Percentage,A,Annual,2016,,4.237,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2016,,16,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,POLLUTIONEFFECT,Air pollution effects,MORTALITY,Mortality,1000000HAB,Per 1 000 000 inhabitants,A,Annual,2016,,270.957,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,TAXENV,Environmental tax,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2016,,5.51,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2016,,19,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,POP,Population,MEN,Men,MLN_PER,Million persons,A,Annual,2016,,658.021206226865,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,QGDP,Quarterly GDP,VOLIDX,Volume index,IDX,Index,A,Annual,2016,,101.887097495,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,MATCONSUMP,Material consumption,TOT,Total,TONNE_CAP,Tonnes/capita,A,Annual,2016,,17.4111,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,BENUNEMPPC,"Benefits in unemployment, share of previous income",6MTH,After 6 months,PC_PWI,% of previous in-work income,A,Annual,2016,,56,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,BENUNEMPPC,"Benefits in unemployment, share of previous income",2YEAR,After 2 years,PC_PWI,% of previous in-work income,A,Annual,2016,,36,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUTRY,Population with tertiary education,55_64,55-64 year-olds,PC_AGE,% in same age group,A,Annual,2016,,26.266188,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,A,Annual,2016,,100.393,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,SOYBEAN,Soybean,THND_HA,Thousand hectares,A,Annual,2016,,37090.188,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,CROPYIELD,Crop production,MAIZE,Maize,TONNE_HA,Tonnes/hectare,A,Annual,2016,,9.265,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,RENEWABLE,Renewable energy,TOT,Total,PC_PRYENRGSUPPLY,% of primary energy supply,A,Annual,2016,,9.93,,A,,,,,,,	
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,EDUPRIVEXP,Private spending on education,PRY_NTRY,Primary to post-secondary non-tertiary,PC_GDP,% of GDP,A,Annual,2016,,0.349283,,A,,,,,,,	
